URL,Time,Video_Name,duration,key_frame_num
https://www.youtube.com/watch?v=-Fqo6LGL4gs,00:48,#NAME?,1507.98,48
https://www.youtube.com/watch?v=nrltqY3xDHg,02:51,nrltqY3xDHg,2944.98,171
https://www.youtube.com/watch?v=ovezVfPAu9c,01:52,ovezVfPAu9c,3003.18,112
https://www.youtube.com/watch?v=1gDvIexJYXE,03:39,1gDvIexJYXE,2896.98,219
https://www.youtube.com/watch?v=QEJnH0nXyNM,02:18,QEJnH0nXyNM,2407.38,138
https://www.youtube.com/watch?v=SL_gHqnA9IA,01:08,SL_gHqnA9IA,2477.98,68
https://www.youtube.com/watch?v=tQPvA6u8I-o,01:35,tQPvA6u8I-o,2450.5,95
https://www.youtube.com/watch?v=asxcNEp1X-0,00:58,asxcNEp1X-0,1647.98,58
https://www.youtube.com/watch?v=zTvXl3wWIIM,00:40,zTvXl3wWIIM,705.98,40
https://www.youtube.com/watch?v=DhgDXRAcoJI,00:46,DhgDXRAcoJI,2499.98,46
https://www.youtube.com/watch?v=ZlIagcttGY0,02:14,ZlIagcttGY0,2411.98,134
https://www.youtube.com/watch?v=FPksoZ1e6rw,02:58,FPksoZ1e6rw,2367.98,178
https://www.youtube.com/watch?v=rslUfl6OsV4,01:33,rslUfl6OsV4,1612.98,93
https://www.youtube.com/watch?v=7ICuQHyxgqA,01:28,7ICuQHyxgqA,2457.98,88
https://www.youtube.com/watch?v=19m_U_HHqrg,02:46,19m_U_HHqrg,2379.98,166
https://www.youtube.com/watch?v=up9PhaEHSAo,02:55,up9PhaEHSAo,2370.98,175
https://www.youtube.com/watch?v=d_XVU7VsG4Y,01:06,d_XVU7VsG4Y,1639.58,66
https://www.youtube.com/watch?v=ib-7tHcolv4,00:49,ib-7tHcolv4,696.1,49
https://www.youtube.com/watch?v=raVms8w61No,01:53,raVms8w61No,3002.9,113
https://www.youtube.com/watch?v=RpJhvPXOul0,01:00,RpJhvPXOul0,2485.98,60
https://www.youtube.com/watch?v=rIe2wugkVR0,01:35,rIe2wugkVR0,2450.98,95
https://www.youtube.com/watch?v=VO0GoapnfkQ,01:46,VO0GoapnfkQ,2439.98,106
https://www.youtube.com/watch?v=QYYxEvP4jBM,01:06,QYYxEvP4jBM,1639.38,66
https://www.youtube.com/watch?v=QtcOJ0X6i7o,02:35,QtcOJ0X6i7o,590.78,155
https://www.youtube.com/watch?v=nWtK-7Uvvs8,02:45,nWtK-7Uvvs8,2380.3,165
https://www.youtube.com/watch?v=HTdrfsG2ikA,01:09,HTdrfsG2ikA,2476.78,69
https://www.youtube.com/watch?v=1xldA6Yp0EM,01:35,1xldA6Yp0EM,2450.98,95
https://www.youtube.com/watch?v=9q9kijygd1c,01:19,9q9kijygd1c,1627.58,79
https://www.youtube.com/watch?v=SoEvHnS7QIo,00:49,SoEvHnS7QIo,696.98,49
https://www.youtube.com/watch?v=rw_OgA9x7B8,00:40,rw_OgA9x7B8,2506.66,40
https://www.youtube.com/watch?v=Pt7s-mV8Ui0,01:19,Pt7s-mV8Ui0,2466.98,79
https://www.youtube.com/watch?v=FIuItUNbmOA,00:40,FIuItUNbmOA,1665.98,40
https://www.youtube.com/watch?v=m_yN8GUfeGs,01:07,m_yN8GUfeGs,923.5,67
https://www.youtube.com/watch?v=rXe4N13jT74,02:29,rXe4N13jT74,2396.98,149
https://www.youtube.com/watch?v=62VotDc_yB4,01:06,62VotDc_yB4,1489.98,66
https://www.youtube.com/watch?v=T9DOER8JmSc,02:33,T9DOER8JmSc,5003.02,153
https://www.youtube.com/watch?v=1cTFk6MNUHQ,02:41,1cTFk6MNUHQ,5197.58,161
https://www.youtube.com/watch?v=OiMSZ-CTKfg,01:10,OiMSZ-CTKfg,675.98,70
https://www.youtube.com/watch?v=8eS0B3Mlyyw,01:34,8eS0B3Mlyyw,1611.22,94
https://www.youtube.com/watch?v=lmvNxjMXf84,02:02,lmvNxjMXf84,2423.38,122
https://www.youtube.com/watch?v=VEdc7ES2ibU,01:02,VEdc7ES2ibU,1643.98,62
https://www.youtube.com/watch?v=IKM-cSQzubg,01:04,IKM-cSQzubg,2482.38,64
https://www.youtube.com/watch?v=OUcyvfHT1Ro,01:05,OUcyvfHT1Ro,681.38,65
https://www.youtube.com/watch?v=lCnaXOhNPu8,01:03,lCnaXOhNPu8,1492.18,63
https://www.youtube.com/watch?v=Le122vas9aM,01:25,Le122vas9aM,5227.5,85
https://www.youtube.com/watch?v=QJKc4WsIkvw,00:56,QJKc4WsIkvw,2489.38,56
https://www.youtube.com/watch?v=0HFzTYlhT2E,00:54,0HFzTYlhT2E,1651.38,54
https://www.youtube.com/watch?v=v82ixd2exjw,00:42,v82ixd2exjw,703.98,42
https://www.youtube.com/watch?v=DVhoPrywEwM,01:25,DVhoPrywEwM,1470.98,85
https://www.youtube.com/watch?v=b5u-Af5jCc8,00:45,b5u-Af5jCc8,2500.98,45
https://www.youtube.com/watch?v=K759eXmaMTY,00:52,K759eXmaMTY,693.98,52
https://www.youtube.com/watch?v=rep17G0tVLU,01:35,rep17G0tVLU,1460.98,95
https://www.youtube.com/watch?v=diQ8CDvHINE,01:10,diQ8CDvHINE,2475.98,70
https://www.youtube.com/watch?v=LX860QuWtpI,00:55,LX860QuWtpI,690.98,55
https://www.youtube.com/watch?v=hbkB-oqn75g,01:47,hbkB-oqn75g,1449.18,107
https://www.youtube.com/watch?v=1Ovbg4vV5yA,00:47,1Ovbg4vV5yA,2498.98,47
https://www.youtube.com/watch?v=-4c-baj28x0,01:19,-4c-baj28x0,1627.1,79
https://www.youtube.com/watch?v=2uI5k-mfHBI,01:25,2uI5k-mfHBI,2460.58,85
https://www.youtube.com/watch?v=PMxk-_kezxw,01:05,PMxk-_kezxw,1640.98,65
https://www.youtube.com/watch?v=bj_dMqBU2i4,00:52,bj_dMqBU2i4,693.98,52
https://www.youtube.com/watch?v=kCNHwH9MxGA,02:32,kCNHwH9MxGA,2883.98,152
https://www.youtube.com/watch?v=gOOyOWsQy-E,02:36,gOOyOWsQy-E,2389.1,156
https://www.youtube.com/watch?v=zBgCCuJ68-g,01:21,zBgCCuJ68-g,2464.98,81
https://www.youtube.com/watch?v=QTyzyP2Afys,01:01,QTyzyP2Afys,2485.78,61
https://www.youtube.com/watch?v=kOAl-u_nuQY,00:49,kOAl-u_nuQY,1656.5,49
https://www.youtube.com/watch?v=YQ6c0EAS0aY,00:53,YQ6c0EAS0aY,692.98,53
https://www.youtube.com/watch?v=akihe-AtpW8,01:30,akihe-AtpW8,2965.62,90
https://www.youtube.com/watch?v=PicwnxJgd_k,02:42,PicwnxJgd_k,2383.98,162
https://www.youtube.com/watch?v=Ti7YDegRMYE,01:25,Ti7YDegRMYE,1620.1,85
https://www.youtube.com/watch?v=RNZg-q35kcY,02:07,RNZg-q35kcY,5029.1,127
https://www.youtube.com/watch?v=WNZ3rcJe99U,00:50,WNZ3rcJe99U,695.98,50
https://www.youtube.com/watch?v=ccrt2o8Bs2U,01:15,ccrt2o8Bs2U,2470.98,75
https://www.youtube.com/watch?v=wJND6YMNGi4,02:01,wJND6YMNGi4,1585.1,121
https://www.youtube.com/watch?v=A-AYpSfXaJ4,00:55,A-AYpSfXaJ4,690.98,55
https://www.youtube.com/watch?v=YdMCL9_UTE4,01:20,YdMCL9_UTE4,3035.98,80
https://www.youtube.com/watch?v=YAmzlo5pbN8,00:35,YAmzlo5pbN8,2212.1,334
https://www.youtube.com/watch?v=aMtkTSHdcUY,01:32,aMtkTSHdcUY,2378.66,92
https://www.youtube.com/watch?v=yPoQGUk-t-E,01:00,yPoQGUk-t-E,1645.7,60
https://www.youtube.com/watch?v=HT_1tvAgq9s,01:08,HT_1tvAgq9s,677.98,68
https://www.youtube.com/watch?v=-uGpOkn4nL4,00:50,#NAME?,2495.98,50
https://www.youtube.com/watch?v=bXR3Lu_SD7c,00:57,bXR3Lu_SD7c,2488.1,57
https://www.youtube.com/watch?v=rFXZ21UE_8Q,01:19,rFXZ21UE_8Q,1626.78,79
https://www.youtube.com/watch?v=FTxsXHFhBPE,00:52,FTxsXHFhBPE,693.98,52
https://www.youtube.com/watch?v=olgnH8t71uY,00:44,olgnH8t71uY,1511.98,44
https://www.youtube.com/watch?v=B9He5DVePvk,00:50,B9He5DVePvk,2495.58,50
https://www.youtube.com/watch?v=DV-SUFXALlM,01:14,DV-SUFXALlM,2471.98,74
https://www.youtube.com/watch?v=BTzORvV6_fw,00:54,BTzORvV6_fw,691.98,54
https://www.youtube.com/watch?v=3U-HJAkRbQw,01:00,3U-HJAkRbQw,1645.98,60
https://www.youtube.com/watch?v=tXb_zrHp4H8,00:41,tXb_zrHp4H8,704.98,41
https://www.youtube.com/watch?v=NsRj-9Y4fZ8,01:01,NsRj-9Y4fZ8,1644.98,61
https://www.youtube.com/watch?v=VXMGmBenmpU,00:59,VXMGmBenmpU,686.98,59
https://www.youtube.com/watch?v=85fssN_8BIA,01:26,85fssN_8BIA,2015.3,86
https://www.youtube.com/watch?v=1hV6AwZHDOw,01:07,1hV6AwZHDOw,2478.78,67
https://www.youtube.com/watch?v=iaNGtlQcvHY,00:42,iaNGtlQcvHY,1663.58,42
https://www.youtube.com/watch?v=-ERdZBpQ2mA,02:09,#NAME?,1582.02,129
https://www.youtube.com/watch?v=faYdJYveX2w,01:12,faYdJYveX2w,2473.98,72
https://www.youtube.com/watch?v=0coUiuG5gG4,02:53,0coUiuG5gG4,2942.22,173
https://www.youtube.com/watch?v=mzSxHe-hRho,00:50,mzSxHe-hRho,2495.98,50
https://www.youtube.com/watch?v=pGSJc_5p2og,01:10,pGSJc_5p2og,675.1,70
https://www.youtube.com/watch?v=74-e3IhZmxM,00:56,74-e3IhZmxM,1655.82,56
https://www.youtube.com/watch?v=Q2UbrNHLn88,02:00,Q2UbrNHLn88,1586.3,120
https://www.youtube.com/watch?v=xFBletdlXHk,01:00,xFBletdlXHk,2485.58,60
https://www.youtube.com/watch?v=vFAKEEMkNTM,00:38,vFAKEEMkNTM,2507.94,38
https://www.youtube.com/watch?v=GKog7E4DBsU,00:44,GKog7E4DBsU,701.98,44
https://www.youtube.com/watch?v=_wip-HzeXBU,01:23,_wip-HzeXBU,3033.06,83
https://www.youtube.com/watch?v=ZdNUcJYN2Kc,01:32,ZdNUcJYN2Kc,1993.02,92
https://www.youtube.com/watch?v=UVf2Yw7uFoE,00:50,UVf2Yw7uFoE,2495.94,50
https://www.youtube.com/watch?v=zy7vUppYPC8,01:14,zy7vUppYPC8,2471.86,74
https://www.youtube.com/watch?v=bWVMTKeAwlA,01:05,bWVMTKeAwlA,5340.1,65
https://www.youtube.com/watch?v=csvpWAbbsDk,01:13,csvpWAbbsDk,1632.66,73
https://www.youtube.com/watch?v=V2j26q1byUc,00:43,V2j26q1byUc,889.9,43
https://www.youtube.com/watch?v=Uq1ANdWRIh0,01:12,Uq1ANdWRIh0,3043.7,72
https://www.youtube.com/watch?v=8iE8x6LeXMY,01:39,8iE8x6LeXMY,1886.42,99
https://www.youtube.com/watch?v=7gI-w6Dw77I,01:01,7gI-w6Dw77I,2484.86,61
https://www.youtube.com/watch?v=y4-CnqfK3pk,01:02,y4-CnqfK3pk,2483.7,62
https://www.youtube.com/watch?v=3EQLFHRHpag,00:53,3EQLFHRHpag,693.02,53
https://www.youtube.com/watch?v=UNXDA-h6pP8,01:56,UNXDA-h6pP8,1594.02,116
https://www.youtube.com/watch?v=Gn14o01bXaU,01:43,Gn14o01bXaU,2442.98,103
https://www.youtube.com/watch?v=CftCns18rn4,01:24,CftCns18rn4,2462.14,84
https://www.youtube.com/watch?v=U48CVjHqAfM,01:04,U48CVjHqAfM,2481.66,64
https://www.youtube.com/watch?v=QT354HMaZGk,00:36,QT354HMaZGk,1670.02,36
https://www.youtube.com/watch?v=4e7pN4EKUK0,00:37,4e7pN4EKUK0,708.98,37
https://www.youtube.com/watch?v=tigUBMVM7ho,01:50,tigUBMVM7ho,2195.5,110
https://www.youtube.com/watch?v=6etSCFwqMY8,00:49,6etSCFwqMY8,696.94,49
https://www.youtube.com/watch?v=xoI8EcohISE,01:03,xoI8EcohISE,1492.98,63
https://www.youtube.com/watch?v=FpagEEgDKB8,01:07,FpagEEgDKB8,2478.1,67
https://www.youtube.com/watch?v=DktX-K8YN84,01:01,DktX-K8YN84,1067.46,61
https://www.youtube.com/watch?v=xbtkiiLVIpI,01:07,xbtkiiLVIpI,3048.58,67
https://www.youtube.com/watch?v=h5WOymf8u-s,01:06,h5WOymf8u-s,1640.06,66
https://www.youtube.com/watch?v=URx4482nlV8,00:34,URx4482nlV8,906.5,34
https://www.youtube.com/watch?v=wrSboMbXVbA,01:21,wrSboMbXVbA,2464.94,81
https://www.youtube.com/watch?v=rWh3hZDBqwY,00:35,rWh3hZDBqwY,710.98,35
https://www.youtube.com/watch?v=SUtZcC6fVag,01:10,SUtZcC6fVag,1485.62,70
https://www.youtube.com/watch?v=RFjAqth-EQk,01:08,RFjAqth-EQk,2144.14,68
https://www.youtube.com/watch?v=rtzLwQbwwMM,01:22,rtzLwQbwwMM,2463.98,82
https://www.youtube.com/watch?v=W6d-v-XH9xQ,01:03,W6d-v-XH9xQ,1643.02,63
https://www.youtube.com/watch?v=qVPRPG2bvpY,00:45,qVPRPG2bvpY,1752.9,45
https://www.youtube.com/watch?v=VmqWBnKnlU8,02:55,VmqWBnKnlU8,1380.14,175
https://www.youtube.com/watch?v=JL1HIra0NlU,01:12,JL1HIra0NlU,2473.34,72
https://www.youtube.com/watch?v=rpRtOdzJvgU,01:01,rpRtOdzJvgU,1644.34,61
https://www.youtube.com/watch?v=DzpscSgy1Ug,00:50,DzpscSgy1Ug,1010.5,50
https://www.youtube.com/watch?v=VCCgdRF0AIA,00:51,VCCgdRF0AIA,1504.86,51
https://www.youtube.com/watch?v=VJyTDiFJxhI,00:29,VJyTDiFJxhI,3086.98,29
https://www.youtube.com/watch?v=RJMRM44b6DQ,00:32,RJMRM44b6DQ,1271.62,32
https://www.youtube.com/watch?v=EvFx7Q3UyP4,01:08,EvFx7Q3UyP4,1637.34,68
https://www.youtube.com/watch?v=HXBk5R-0WIU,00:48,HXBk5R-0WIU,897.7,48
https://www.youtube.com/watch?v=pX1P7aK4gEU,02:16,pX1P7aK4gEU,2409.9,136
https://www.youtube.com/watch?v=SjS_vFvRmsQ,00:56,SjS_vFvRmsQ,1649.94,56
https://www.youtube.com/watch?v=NRipDEuuiyg,01:18,NRipDEuuiyg,3037.98,78
https://www.youtube.com/watch?v=KcQHeS9h484,01:26,KcQHeS9h484,2459.54,86
https://www.youtube.com/watch?v=rpZztZkscFA,01:41,rpZztZkscFA,2444.98,101
https://www.youtube.com/watch?v=2rZhp8p3sC8,00:42,2rZhp8p3sC8,703.98,42
https://www.youtube.com/watch?v=DPBuBlvNf2M,00:40,DPBuBlvNf2M,3075.98,40
https://www.youtube.com/watch?v=52tzT09z81E,00:30,52tzT09z81E,2515.58,30
https://www.youtube.com/watch?v=nY55dmhQc30,01:04,nY55dmhQc30,1641.98,64
https://www.youtube.com/watch?v=fv_rp6DYAtU,00:30,fv_rp6DYAtU,715.98,30
https://www.youtube.com/watch?v=dTsMgyE6ZO0,03:10,dTsMgyE6ZO0,2355.98,190
https://www.youtube.com/watch?v=IIlt-J-HBWw,00:28,IIlt-J-HBWw,1679.86,28
https://www.youtube.com/watch?v=nU-yC5CxFGE,01:38,nU-yC5CxFGE,1457.62,98
https://www.youtube.com/watch?v=i8ljZYzn0Uc,00:50,i8ljZYzn0Uc,1238.78,50
https://www.youtube.com/watch?v=60VguVRiYmw,01:18,60VguVRiYmw,2469.74,78
https://www.youtube.com/watch?v=y8KlqbJsoD4,01:09,y8KlqbJsoD4,2476.66,69
https://www.youtube.com/watch?v=i3GpJh9lVC8,01:01,i3GpJh9lVC8,1644.54,61
https://www.youtube.com/watch?v=7DKLfcFw078,00:54,7DKLfcFw078,691.98,54
https://www.youtube.com/watch?v=MtsQPV49cAk,01:09,MtsQPV49cAk,1487.02,69
https://www.youtube.com/watch?v=5xeCd1lQuXs,00:49,5xeCd1lQuXs,2496.98,49
https://www.youtube.com/watch?v=gIqCCx3hRL8,01:51,gIqCCx3hRL8,2435.02,111
https://www.youtube.com/watch?v=QNxl-gNlKIE,02:52,QNxl-gNlKIE,1533.94,172
https://www.youtube.com/watch?v=-A8qdoRJbPI,00:50,#NAME?,695.98,50
https://www.youtube.com/watch?v=R_tJqGVJk2E,01:12,R_tJqGVJk2E,1633.02,72
https://www.youtube.com/watch?v=bDzDqRwg9Io,00:52,bDzDqRwg9Io,1653.5,52
https://www.youtube.com/watch?v=4yAyXR9hBaM,01:00,4yAyXR9hBaM,685.98,60
https://www.youtube.com/watch?v=SwSEqbIgMAs,01:40,SwSEqbIgMAs,3015.98,100
https://www.youtube.com/watch?v=iMSkIupYBy4,01:20,iMSkIupYBy4,1034.34,80
https://www.youtube.com/watch?v=oHlx5fB94bc,01:05,oHlx5fB94bc,1640.66,65
https://www.youtube.com/watch?v=xr_nln2ZQw8,00:45,xr_nln2ZQw8,700.98,45
https://www.youtube.com/watch?v=4qtzh0bGIeI,01:15,4qtzh0bGIeI,1480.98,75
https://www.youtube.com/watch?v=0Q2IW7UEclI,01:36,0Q2IW7UEclI,5064.98,96
https://www.youtube.com/watch?v=ZMkjajxXuQI,00:57,ZMkjajxXuQI,1648.98,57
https://www.youtube.com/watch?v=9dliu2jmvic,00:40,9dliu2jmvic,706.5,40
https://www.youtube.com/watch?v=pVCgF2GMXAo,01:51,pVCgF2GMXAo,5044.98,111
https://www.youtube.com/watch?v=pEt6-jA2UE4,02:21,pEt6-jA2UE4,5015.9,141
https://www.youtube.com/watch?v=GyfsEZu6dpE,00:48,GyfsEZu6dpE,697.98,48
https://www.youtube.com/watch?v=QV0Jz8hKWWI,01:43,QV0Jz8hKWWI,1602.98,103
https://www.youtube.com/watch?v=z7yofon22AM,00:35,z7yofon22AM,1003.98,35
https://www.youtube.com/watch?v=HRR00xTQ24Q,01:13,HRR00xTQ24Q,1632.94,73
https://www.youtube.com/watch?v=myv7yydtCKc,04:30,myv7yydtCKc,2276.02,270
https://www.youtube.com/watch?v=gqDCrdZVZnk,01:31,gqDCrdZVZnk,5310.02,91
https://www.youtube.com/watch?v=tGB6c-gn5Fw,01:18,tGB6c-gn5Fw,1627.94,78
https://www.youtube.com/watch?v=cnxvTlS16F8,00:55,cnxvTlS16F8,877.02,55
https://www.youtube.com/watch?v=muKcFElo444,01:52,muKcFElo444,1443.46,112
https://www.youtube.com/watch?v=ExfLBIZwRpo,01:05,ExfLBIZwRpo,2480.98,65
https://www.youtube.com/watch?v=eT34ypRodB0,00:49,eT34ypRodB0,1656.98,49
https://www.youtube.com/watch?v=ew7-Z2xCMgE,00:39,ew7-Z2xCMgE,706.98,39
https://www.youtube.com/watch?v=dxsgh_5AIxw,01:14,dxsgh_5AIxw,5082.34,74
https://www.youtube.com/watch?v=afPVy0yiLRw,00:56,afPVy0yiLRw,1649.94,56
https://www.youtube.com/watch?v=5rMUDFHDIf8,00:50,5rMUDFHDIf8,695.98,50
https://www.youtube.com/watch?v=pNsh3fKLvas,02:25,pNsh3fKLvas,2400.98,145
https://www.youtube.com/watch?v=8kfAdgCTF9k,01:55,8kfAdgCTF9k,5040.98,115
https://www.youtube.com/watch?v=S0oGaoqSAl0,00:58,S0oGaoqSAl0,1647.9,58
https://www.youtube.com/watch?v=Gw-iZIzTOv8,00:49,Gw-iZIzTOv8,696.98,49
https://www.youtube.com/watch?v=-aJ_o8ByDeI,00:32,#NAME?,713.98,32
https://www.youtube.com/watch?v=vRLPMNdyjIk,00:40,vRLPMNdyjIk,1515.98,40
https://www.youtube.com/watch?v=Cpevu80LZ5o,00:32,Cpevu80LZ5o,1673.98,32
https://www.youtube.com/watch?v=vdZh5jsk4wk,00:39,vdZh5jsk4wk,706.98,39
https://www.youtube.com/watch?v=k_MJuV-46l0,01:41,k_MJuV-46l0,5166.5,101
https://www.youtube.com/watch?v=c4MPajt_tlY,01:24,c4MPajt_tlY,1621.98,84
https://www.youtube.com/watch?v=oBoxMgBpVOM,00:38,oBoxMgBpVOM,707.98,38
https://www.youtube.com/watch?v=G_SvwkqZJAY,01:26,G_SvwkqZJAY,2460.18,86
https://www.youtube.com/watch?v=0_wV9LXjRf0,01:23,0_wV9LXjRf0,5070.02,83
https://www.youtube.com/watch?v=4rbAVmmZmps,01:32,4rbAVmmZmps,3033.5,92
https://www.youtube.com/watch?v=pQUHq68HsJM,01:17,pQUHq68HsJM,2468.94,77
https://www.youtube.com/watch?v=tc8pD_XGTjI,00:40,tc8pD_XGTjI,705.98,40
https://www.youtube.com/watch?v=T0vuDvEASO0,01:08,T0vuDvEASO0,1637.98,68
https://www.youtube.com/watch?v=W_4OS-1x_A0,00:44,W_4OS-1x_A0,2501.5,44
https://www.youtube.com/watch?v=50aW6IOw89w,01:21,50aW6IOw89w,1624.98,81
https://www.youtube.com/watch?v=xfOFeIJq-mM,00:41,xfOFeIJq-mM,704.98,41
https://www.youtube.com/watch?v=8mnwoVExeMQ,00:50,8mnwoVExeMQ,695.98,50
https://www.youtube.com/watch?v=ZA9BwA4uO1o,00:48,ZA9BwA4uO1o,697.98,48
https://www.youtube.com/watch?v=j6Nhar8itlE,01:06,j6Nhar8itlE,1639.94,66
https://www.youtube.com/watch?v=FEzcqbzTwvA,00:47,FEzcqbzTwvA,698.98,47
https://www.youtube.com/watch?v=aVxG7K1PGHM,01:47,aVxG7K1PGHM,1618.9,107
https://www.youtube.com/watch?v=qE1oSK7PpM4,00:57,qE1oSK7PpM4,1059.1,57
https://www.youtube.com/watch?v=nyNduFVt9_0,00:45,nyNduFVt9_0,1660.98,45
https://www.youtube.com/watch?v=xvEgAW94nAs,00:30,xvEgAW94nAs,717.02,30
https://www.youtube.com/watch?v=v5RYHSJHark,00:38,v5RYHSJHark,2629.46,38
https://www.youtube.com/watch?v=FvupHlhHq5E,00:50,FvupHlhHq5E,695.98,50
https://www.youtube.com/watch?v=T0x7tD9TThQ,01:45,T0x7tD9TThQ,1803.16,105
https://www.youtube.com/watch?v=OwvhyVKcY8A,00:56,OwvhyVKcY8A,954.6,56
https://www.youtube.com/watch?v=7b0ApApAqbg,01:10,7b0ApApAqbg,1635.98,70
https://www.youtube.com/watch?v=R7HsDKAa-CI,00:49,R7HsDKAa-CI,696.98,49
https://www.youtube.com/watch?v=5Vq03gYWiXE,01:23,5Vq03gYWiXE,1857.02,83
https://www.youtube.com/watch?v=jNUbroQ2XZ4,01:09,jNUbroQ2XZ4,2476.26,69
https://www.youtube.com/watch?v=9UYnv0c744k,02:10,9UYnv0c744k,2415.86,130
https://www.youtube.com/watch?v=C9UUKTZUh1U,00:54,C9UUKTZUh1U,691.98,54
https://www.youtube.com/watch?v=J66WzcITH9g,01:20,J66WzcITH9g,2465.98,80
https://www.youtube.com/watch?v=l2b4cdAnmIo,00:58,l2b4cdAnmIo,693.04,58
https://www.youtube.com/watch?v=eF9sqj6CfG4,00:54,eF9sqj6CfG4,1880.34,54
https://www.youtube.com/watch?v=4ifShcUcfbU,02:18,4ifShcUcfbU,5245.54,138
https://www.youtube.com/watch?v=UNliPGgv_fA,01:06,UNliPGgv_fA,2479.94,66
https://www.youtube.com/watch?v=9zHLU4Vgcu0,00:53,9zHLU4Vgcu0,698.04,53
https://www.youtube.com/watch?v=IpvKwDunPUo,01:32,IpvKwDunPUo,1614.02,92
https://www.youtube.com/watch?v=DN3un29o9Hs,01:20,DN3un29o9Hs,1481.02,80
https://www.youtube.com/watch?v=-tZiRjLbJlw,02:13,#NAME?,2412.98,133
https://www.youtube.com/watch?v=6VOqNVt_cmM,02:49,6VOqNVt_cmM,1765.22,169
https://www.youtube.com/watch?v=UIyjRwZf1LE,02:00,UIyjRwZf1LE,1441.02,120
https://www.youtube.com/watch?v=-h8sMEXj_1g,02:00,#NAME?,2425.94,120
https://www.youtube.com/watch?v=p7yAk5iYm_k,01:40,p7yAk5iYm_k,1530.22,100
https://www.youtube.com/watch?v=rEvBbGynDCs,00:53,rEvBbGynDCs,1508.02,53
https://www.youtube.com/watch?v=md5dgkDnZ9k,02:02,md5dgkDnZ9k,2423.94,122
https://www.youtube.com/watch?v=sp0hEkN-_24,00:50,sp0hEkN-_24,1184.34,50
https://www.youtube.com/watch?v=OBXz-cafkRM,00:42,OBXz-cafkRM,703.98,42
https://www.youtube.com/watch?v=Dm1EdeoIZ94,01:40,Dm1EdeoIZ94,3018.14,100
